Site,Date,Date_Time,Gen_QC,Flags,Time,Time_QC,Temp_DOLog,Temp_DOLog_QC,Temp_CondLog,Temp_CondLog_QC,Raw_DO,Raw_DO_QC,DO,DO_QC,DO_Calibration_QC,DO_Pct_Sat,DO_Pct_Sat_QC,Salinity,Salinity_QC,Sal_Calibration_QC,High_Range,High_Range_QC,Spec_Cond,Spec_Cond_QC,Cal,QA_Comment,Field_Comment
AB2,8/6/2024,8/6/2024 19:10,,,19:10:00,,23.98,,24.73,,6.52,,5.23,,,74.5,,31.7339,,,25656.4,,48630.1,,,,
AB2,8/6/2024,8/6/2024 19:20,,,19:20:00,,24,,24.75,,6.47,,5.19,,,73.9,,31.7255,,,25661.5,,48618.6,,,,
AB2,8/6/2024,8/6/2024 19:30,,,19:30:00,,24,,24.73,,6.42,,5.15,,,73.4,,31.6775,,,25617.4,,48552.9,,,,
AB2,8/6/2024,8/6/2024 19:40,,,19:40:00,,24,,24.73,,6.57,,5.27,,,75.1,,31.7256,,,25653,,48618.7,,,,
AB2,8/6/2024,8/6/2024 19:50,,,19:50:00,,24.02,,24.83,,6.65,,5.34,,,76,,31.6744,,,25668.3,,48548.7,,,,
AB2,8/6/2024,8/6/2024 20:00,,,20:00:00,,24.18,,24.98,,6.89,,5.53,,,79,,31.6046,,,25695.6,,48453.1,,,,
AB2,8/6/2024,8/6/2024 20:10,,,20:10:00,,24.2,,24.94,,6.83,,5.48,,,78.4,,31.627,,,25692.2,,48483.8,,,,
AB2,8/6/2024,8/6/2024 20:20,,,20:20:00,,24.2,,24.94,,6.72,,5.4,,,77.1,,31.4947,,,25597,,48302.5,,,,
AB2,8/6/2024,8/6/2024 20:30,,,20:30:00,,24.24,,24.98,,6.67,,5.36,,,76.6,,31.5634,,,25668.3,,48396.7,,,,
AB2,8/6/2024,8/6/2024 20:40,,,20:40:00,,24.24,,24.98,,6.57,,5.28,,,75.4,,31.5669,,,25671.7,,48401.5,,,,
AB2,8/6/2024,8/6/2024 20:50,,,20:50:00,,24.24,,24.97,,6.7,,5.38,,,76.9,,31.5634,,,25664.9,,48396.8,,,,
AB2,8/6/2024,8/6/2024 21:00,,,21:00:00,,24.22,,24.92,,6.4,,5.14,,,73.5,,31.5859,,,25656.4,,48427.5,,,,
AB2,8/6/2024,8/6/2024 21:10,,,21:10:00,,24.24,,25.02,,6.47,,5.2,,,74.3,,31.4907,,,25639.4,,48297.2,,,,
AB2,8/6/2024,8/6/2024 21:20,,,21:20:00,,24.28,,25.01,,6.61,,5.31,,,76,,31.5552,,,25682,,48385.4,,,,
AB2,8/6/2024,8/6/2024 21:30,,,21:30:00,,24.28,,25.02,,6.53,,5.26,,,75,,31.2883,,,25493.8,,48019.7,,,,
AB2,8/6/2024,8/6/2024 21:40,,,21:40:00,,24.3,,25.05,,6.49,,5.22,,,74.6,,31.2916,,,25512.4,,48024.3,,,,
AB2,8/6/2024,8/6/2024 21:50,,,21:50:00,,24.34,,25.08,,6.68,,5.38,,,76.9,,31.2765,,,25517.5,,48003.5,,,,
AB2,8/6/2024,8/6/2024 22:00,,,22:00:00,,24.34,,25.08,,6.7,,5.39,,,77.1,,31.5385,,,25709.2,,48362.6,,,,
AB2,8/6/2024,8/6/2024 22:10,,,22:10:00,,24.36,,25.1,,6.65,,5.34,,,76.5,,31.5678,,,25741.7,,48402.7,,,,
AB2,8/6/2024,8/6/2024 22:20,,,22:20:00,,24.34,,25.06,,6.24,,5.02,,,71.8,,31.5525,,,25710.9,,48381.8,,,,
AB2,8/6/2024,8/6/2024 22:30,,,22:30:00,,24.32,,25.05,,5.93,,4.77,,,68.2,,31.5631,,,25714.3,,48396.3,,,,
AB2,8/6/2024,8/6/2024 22:40,,,22:40:00,,24.26,,24.99,,6.07,,4.88,,,69.7,,31.5762,,,25693.9,,48414.2,,,,
AB2,8/6/2024,8/6/2024 22:50,,,22:50:00,,24.26,,24.99,,6.19,,4.97,,,71.1,,31.5937,,,25707.5,,48438.2,,,,
AB2,8/6/2024,8/6/2024 23:00,,,23:00:00,,24.24,,24.97,,6.08,,4.89,,,69.8,,31.5973,,,25700.7,,48443.1,,,,
AB2,8/6/2024,8/6/2024 23:10,,,23:10:00,,24.26,,25.02,,5.9,,4.74,,,67.8,,31.5984,,,25728,,48444.6,,,,
AB2,8/6/2024,8/6/2024 23:20,,,23:20:00,,24.32,,25.06,,5.98,,4.81,,,68.8,,31.5619,,,25722.9,,48394.7,,,,
AB2,8/6/2024,8/6/2024 23:30,,,23:30:00,,24.34,,25.07,,6.07,,4.88,,,69.9,,31.5607,,,25728,,48393,,,,
AB2,8/6/2024,8/6/2024 23:40,,,23:40:00,,24.32,,25.06,,5.8,,4.66,,,66.7,,31.5314,,,25702.4,,48352.8,,,,
AB2,8/6/2024,8/6/2024 23:50,,,23:50:00,,24.32,,25.07,,6.04,,4.86,,,69.5,,31.5513,,,25722.9,,48380.1,,,,
AB2,8/7/2024,8/7/2024 0:00,,,0:00:00,,24.36,,25.1,,6.18,,4.97,,,71.2,,31.5008,,,25702.4,,48311,,,,
AB2,8/7/2024,8/7/2024 0:10,,,0:10:00,,24.34,,25.07,,6.04,,4.86,,,69.5,,31.5395,,,25716,,48363.9,,,,
AB2,8/7/2024,8/7/2024 0:20,,,0:20:00,,24.38,,25.14,,5.93,,4.77,,,68.3,,31.4377,,,25678.6,,48224.5,,,,
AB2,8/7/2024,8/7/2024 0:30,,,0:30:00,,24.4,,25.14,,5.77,,4.64,,,66.5,,31.5043,,,25728,,48315.7,,,,
AB2,8/7/2024,8/7/2024 0:40,,,0:40:00,,24.4,,25.12,,5.58,,4.49,,,64.3,,31.5195,,,25729.7,,48336.6,,,,
AB2,8/7/2024,8/7/2024 0:50,,,0:50:00,,24.38,,25.1,,5.61,,4.51,,,64.6,,31.5136,,,25716,,48328.5,,,,
AB2,8/7/2024,8/7/2024 1:00,,,1:00:00,,24.36,,25.1,,5.83,,4.69,,,67.1,,31.4073,,,25639.4,,48182.9,,,,
AB2,8/7/2024,8/7/2024 1:10,,,1:10:00,,24.34,,25.07,,5.68,,4.57,,,65.4,,31.3807,,,25605.5,,48146.4,,,,
AB2,8/7/2024,8/7/2024 1:20,,,1:20:00,,24.34,,25.07,,5.62,,4.52,,,64.7,,31.557,,,25734.8,,48387.9,,,,
AB2,8/7/2024,8/7/2024 1:30,,,1:30:00,,24.32,,25.06,,5.43,,4.37,,,62.5,,31.5628,,,25734.8,,48395.9,,,,
AB2,8/7/2024,8/7/2024 1:40,,,1:40:00,,24.32,,25.05,,5.47,,4.4,,,63,,31.571,,,25736.5,,48407.2,,,,
AB2,8/7/2024,8/7/2024 1:50,,,1:50:00,,24.3,,25.05,,5.4,,4.34,,,62.1,,31.5745,,,25739.9,,48411.9,,,,
AB2,8/7/2024,8/7/2024 2:00,,,2:00:00,,24.3,,25.03,,5.28,,4.25,,,60.8,,31.5383,,,25704.1,,48362.3,,,,
AB2,8/7/2024,8/7/2024 2:10,,,2:10:00,,24.28,,25.01,,5.62,,4.52,,,64.6,,31.5535,,,25705.8,,48383.2,,,,
AB2,8/7/2024,8/7/2024 2:20,,,2:20:00,,24.28,,25.01,,5.51,,4.43,,,63.4,,31.6392,,,25769,,48500.5,,,,
AB2,8/7/2024,8/7/2024 2:30,,,2:30:00,,24.26,,24.99,,5.41,,4.35,,,62.2,,31.6545,,,25770.7,,48521.5,,,,
AB2,8/7/2024,8/7/2024 2:40,,,2:40:00,,24.28,,25.03,,5.51,,4.43,,,63.4,,31.618,,,25765.6,,48471.5,,,,
AB2,8/7/2024,8/7/2024 2:50,,,2:50:00,,24.28,,25.03,,5.38,,4.33,,,61.9,,31.5933,,,25748.5,,48437.7,,,,
AB2,8/7/2024,8/7/2024 3:00,,,3:00:00,,24.28,,25.02,,5.33,,4.29,,,61.3,,31.5804,,,25734.8,,48420,,,,
AB2,8/7/2024,8/7/2024 3:10,,,3:10:00,,24.28,,25.03,,5.42,,4.36,,,62.4,,31.5886,,,25746.8,,48431.2,,,,
AB2,8/7/2024,8/7/2024 3:20,,,3:20:00,,24.28,,25.02,,5.39,,4.33,,,62,,31.6015,,,25751.9,,48448.9,,,,
AB2,8/7/2024,8/7/2024 3:30,,,3:30:00,,24.26,,25.01,,5.39,,4.33,,,62,,31.5981,,,25745.1,,48444.1,,,,
AB2,8/7/2024,8/7/2024 3:40,,,3:40:00,,24.26,,24.99,,5.34,,4.29,,,61.4,,31.625,,,25755.3,,48481.1,,,,
AB2,8/7/2024,8/7/2024 3:50,,,3:50:00,,24.24,,24.98,,5.24,,4.21,,,60.2,,31.6122,,,25741.7,,48463.5,,,,
AB2,8/7/2024,8/7/2024 4:00,,,4:00:00,,24.24,,24.97,,5.02,,4.04,,,57.7,,31.5969,,,25726.3,,48442.6,,,,
AB2,8/7/2024,8/7/2024 4:10,,,4:10:00,,24.18,,24.9,,5.32,,4.28,,,61.1,,31.6876,,,25757,,48566.7,,,,
AB2,8/7/2024,8/7/2024 4:20,,,4:20:00,,24.16,,24.9,,5.23,,4.2,,,60,,31.677,,,25750.2,,48552.3,,,,
AB2,8/7/2024,8/7/2024 4:30,,,4:30:00,,24.16,,24.88,,5.2,,4.18,,,59.7,,31.683,,,25745.1,,48560.4,,,,
AB2,8/7/2024,8/7/2024 4:40,,,4:40:00,,24.14,,24.86,,5.21,,4.19,,,59.8,,31.6937,,,25743.4,,48575,,,,
AB2,8/7/2024,8/7/2024 4:50,,,4:50:00,,24.1,,24.86,,5.23,,4.2,,,60,,31.7396,,,25777.6,,48637.9,,,,
AB2,8/7/2024,8/7/2024 5:00,,,5:00:00,,24.12,,24.86,,5,,4.02,,,57.4,,31.7172,,,25762.2,,48607.3,,,,
AB2,8/7/2024,8/7/2024 5:10,,,5:10:00,,24.12,,24.85,,4.87,,3.91,,,55.9,,31.7302,,,25767.3,,48625,,,,
AB2,8/7/2024,8/7/2024 5:20,,,5:20:00,,24.12,,24.85,,5.04,,4.05,,,57.8,,31.7313,,,25769,,48626.5,,,,
AB2,8/7/2024,8/7/2024 5:30,,,5:30:00,,24.08,,24.79,,5.21,,4.19,,,59.7,,31.7586,,,25758.7,,48663.9,,,,
AB2,8/7/2024,8/7/2024 5:40,,,5:40:00,,23.98,,24.67,,5.23,,4.2,,,59.9,,31.848,,,25762.2,,48786.2,,,,
AB2,8/7/2024,8/7/2024 5:50,,,5:50:00,,23.92,,24.62,,5.17,,4.15,,,59.1,,31.8731,,,25755.3,,48820.5,,,,
AB2,8/7/2024,8/7/2024 6:00,3,Sj,6:00:00,,23.84,,24.58,,5.4,,4.33,,,61.6,,31.8888,3,,25746.8,,48841.9,,,,Sal drop likely due to rainfall
AB2,8/7/2024,8/7/2024 6:10,4,Sj,6:10:00,,23.84,,24.58,,5.35,,4.32,,14,61.1,,30.8939,9,,25028.8,,47478.5,,,,Sal drop likely due to rainfall
AB2,8/7/2024,8/7/2024 6:20,4,,6:20:00,,23.84,,24.58,,5.12,,4.13,,14,58.5,,30.8973,9,,25032.1,,47483.1,,,,
AB2,8/7/2024,8/7/2024 6:30,4,,6:30:00,,23.84,,24.55,,5.58,,4.51,,14,63.7,,30.8716,9,,24999.2,,47447.8,,,,
AB2,8/7/2024,8/7/2024 6:40,4,,6:40:00,,23.8,,24.54,,5.94,,4.79,,14,67.8,,31.0117,9,,25096.4,,47640.2,,,,
AB2,8/7/2024,8/7/2024 6:50,4,,6:50:00,,23.74,,24.45,,5.83,,4.7,,14,66.4,,31.0003,9,,25043.6,,47624.6,,,,
AB2,8/7/2024,8/7/2024 7:00,4,Sj,7:00:00,,23.74,,24.5,,5.92,,4.78,,14,67.5,,30.994,9,,25065.1,,47615.9,,,,Sal drop likely due to rainfall
AB2,8/7/2024,8/7/2024 7:10,3,Sj,7:10:00,,23.72,,24.44,,5.85,,4.7,,,66.6,,31.8767,3,,25671.7,,48825.4,,,,Sal drop likely due to rainfall
AB2,8/7/2024,8/7/2024 7:20,,,7:20:00,,23.66,,24.4,,5.8,,4.66,,,66,,31.9186,,,25682,,48882.7,,,,
AB2,8/7/2024,8/7/2024 7:30,,,7:30:00,,23.64,,24.39,,5.57,,4.47,,,63.4,,31.9175,,,25676.9,,48881.2,,,,
AB2,8/7/2024,8/7/2024 7:40,,,7:40:00,,23.7,,24.5,,5.84,,4.69,,,66.5,,31.8253,,,25668.3,,48755.1,,,,
AB2,8/7/2024,8/7/2024 7:50,,,7:50:00,,23.72,,24.45,,5.8,,4.66,,,66.1,,31.8481,,,25659.8,,48786.3,,,,
AB2,8/7/2024,8/7/2024 8:00,,,8:00:00,,23.74,,24.5,,5.89,,4.73,,,67.1,,31.8205,,,25666.6,,48748.5,,,,
AB2,8/7/2024,8/7/2024 8:10,,,8:10:00,,23.78,,24.53,,5.99,,4.81,,,68.3,,31.8002,,,25668.3,,48720.7,,,,
AB2,8/7/2024,8/7/2024 8:20,,,8:20:00,,23.82,,24.55,,5.94,,4.77,,,67.8,,31.7681,,,25656.4,,48676.9,,,,
AB2,8/7/2024,8/7/2024 8:30,,,8:30:00,,23.78,,24.51,,6.04,,4.85,,,68.9,,31.7602,,,25630.9,,48666.1,,,,
AB2,8/7/2024,8/7/2024 8:40,,,8:40:00,,23.8,,24.54,,6.05,,4.86,,,69,,31.7493,,,25639.4,,48651.2,,,,
AB2,8/7/2024,8/7/2024 8:50,,,8:50:00,,23.82,,24.53,,6.29,,5.06,,,71.8,,31.7529,,,25637.7,,48656.1,,,,
AB2,8/7/2024,8/7/2024 9:00,,,9:00:00,,23.58,,24.23,,5.84,,4.69,,,66.4,,31.8917,,,25583.4,,48845.9,,,,
AB2,8/7/2024,8/7/2024 9:10,,,9:10:00,,23.54,,24.27,,5.94,,4.77,,,67.5,,31.8664,,,25586.8,,48811.3,,,,
AB2,8/7/2024,8/7/2024 9:20,,,9:20:00,,23.6,,24.36,,6.15,,4.94,,,69.9,,31.8028,,,25588.5,,48724.4,,,,
AB2,8/7/2024,8/7/2024 9:30,,,9:30:00,,23.7,,24.49,,6.15,,4.94,,,70.1,,31.7274,,,25602.1,,48621.1,,,,
AB2,8/7/2024,8/7/2024 9:40,,,9:40:00,,23.78,,24.53,,6.32,,5.08,,,72.1,,31.6764,,,25586.8,,48551.4,,,,
AB2,8/7/2024,8/7/2024 9:50,,,9:50:00,,23.8,,24.55,,6.31,,5.07,,,72,,31.6798,,,25600.4,,48556,,,,
AB2,8/7/2024,8/7/2024 10:00,,,10:00:00,,23.66,,24.28,,6.02,,4.84,,,68.5,,31.8367,,,25575,,48770.8,,,,
AB2,8/7/2024,8/7/2024 10:10,,,10:10:00,,23.52,,24.27,,6.21,,4.99,,,70.5,,31.8521,,,25581.7,,48791.7,,,,
AB2,8/7/2024,8/7/2024 10:20,,,10:20:00,,23.56,,24.26,,6.14,,4.92,,,69.8,,32.2656,,,25873.6,,49356.6,,,,
AB2,8/7/2024,8/7/2024 10:30,,,10:30:00,,23.52,,24.28,,6.03,,4.83,,,68.5,,32.2498,,,25873.6,,49335.1,,,,
AB2,8/7/2024,8/7/2024 10:40,,,10:40:00,,23.52,,24.27,,6.01,,4.82,,,68.3,,32.2271,,,25853,,49304.1,,,,
AB2,8/7/2024,8/7/2024 10:50,,,10:50:00,,23.56,,24.28,,5.98,,4.79,,,68,,32.2763,,,25894.3,,49371.2,,,,
AB2,8/7/2024,8/7/2024 11:00,,,11:00:00,,23.58,,24.33,,6.1,,4.89,,,69.4,,32.2313,,,25889.1,,49309.9,,,,
AB2,8/7/2024,8/7/2024 11:10,,,11:10:00,,23.58,,24.31,,5.85,,4.69,,,66.5,,32.2494,,,25892.5,,49334.6,,,,
AB2,8/7/2024,8/7/2024 11:20,,,11:20:00,,23.56,,24.29,,6.19,,4.96,,,70.4,,32.246,,,25880.5,,49330,,,,
AB2,8/7/2024,8/7/2024 11:30,,,11:30:00,,23.6,,24.37,,6.39,,5.12,,,72.7,,32.2033,,,25892.5,,49271.6,,,,
AB2,8/7/2024,8/7/2024 11:40,,,11:40:00,,23.66,,24.41,,6.37,,5.11,,,72.5,,32.1946,,,25908,,49259.7,,,,
AB2,8/7/2024,8/7/2024 11:50,,,11:50:00,,23.72,,24.5,,6.15,,4.93,,,70.1,,32.121,,,25902.9,,49159.2,,,,
AB2,8/7/2024,8/7/2024 12:00,,,12:00:00,,23.78,,24.53,,5.93,,4.76,,,67.7,,32.1004,,,25904.6,,49131.2,,,,
AB2,8/7/2024,8/7/2024 12:10,,,12:10:00,,23.8,,24.54,,5.68,,4.56,,,64.9,,32.0681,,,25887.4,,49087,,,,
AB2,8/7/2024,8/7/2024 12:20,,,12:20:00,,23.8,,24.53,,5.75,,4.62,,,65.7,,32.0933,,,25901.2,,49121.4,,,,
AB2,8/7/2024,8/7/2024 12:30,,,12:30:00,,23.8,,24.54,,5.81,,4.66,,,66.4,,32.0704,,,25890.8,,49090.2,,,,
AB2,8/7/2024,8/7/2024 12:40,,,12:40:00,,23.78,,24.53,,5.89,,4.73,,,67.2,,32.0694,,,25885.7,,49088.7,,,,
AB2,8/7/2024,8/7/2024 12:50,,,12:50:00,,23.78,,24.53,,5.75,,4.62,,,65.6,,32.0586,,,25878.8,,49074,,,,
AB2,8/7/2024,8/7/2024 13:00,,,13:00:00,,23.8,,24.54,,5.74,,4.61,,,65.6,,32.0668,,,25890.8,,49085.2,,,,
AB2,8/7/2024,8/7/2024 13:10,,,13:10:00,,23.78,,24.53,,5.9,,4.74,,,67.4,,32.049,,,25873.6,,49060.8,,,,
AB2,8/7/2024,8/7/2024 13:20,,,13:20:00,,23.78,,24.54,,5.99,,4.81,,,68.4,,32.0644,,,25890.8,,49081.9,,,,
AB2,8/7/2024,8/7/2024 13:30,,,13:30:00,,23.82,,24.58,,6,,4.82,,,68.6,,32.02,,,25880.5,,49021.3,,,,
AB2,8/7/2024,8/7/2024 13:40,,,13:40:00,,23.82,,24.58,,5.99,,4.81,,,68.4,,32.0594,,,25909.8,,49075.1,,,,
AB2,8/7/2024,8/7/2024 13:50,,,13:50:00,,23.82,,24.58,,6.09,,4.89,,,69.6,,32.0295,,,25889.1,,49034.3,,,,
AB2,8/7/2024,8/7/2024 14:00,,,14:00:00,,23.84,,24.58,,6.19,,4.97,,,70.8,,32.0475,,,25902.9,,49058.8,,,,
AB2,8/7/2024,8/7/2024 14:10,,,14:10:00,,23.82,,24.58,,6.24,,5.01,,,71.3,,32.0629,,,25914.9,,49079.9,,,,
AB2,8/7/2024,8/7/2024 14:20,,,14:20:00,,23.84,,24.62,,6.12,,4.92,,,70,,32.0305,,,25913.2,,49035.6,,,,
AB2,8/7/2024,8/7/2024 14:30,,,14:30:00,,23.84,,24.59,,6.02,,4.84,,,68.8,,32.0294,,,25897.7,,49034.1,,,,
AB2,8/7/2024,8/7/2024 14:40,,,14:40:00,,23.84,,24.58,,6.12,,4.92,,,70,,32.0163,,,25883.9,,49016.2,,,,
AB2,8/7/2024,8/7/2024 14:50,,,14:50:00,,23.82,,24.58,,6.14,,4.93,,,70.2,,32.0176,,,25885.7,,49018,,,,
AB2,8/7/2024,8/7/2024 15:00,,,15:00:00,,23.84,,24.58,,6.34,,5.09,,,72.5,,32.0211,,,25889.1,,49022.7,,,,
AB2,8/7/2024,8/7/2024 15:10,,,15:10:00,,23.82,,24.58,,6.41,,5.15,,,73.3,,32.0486,,,25909.8,,49060.3,,,,
AB2,8/7/2024,8/7/2024 15:20,,,15:20:00,,23.84,,24.59,,6.37,,5.12,,,72.8,,32.0282,,,25901.2,,49032.5,,,,
AB2,8/7/2024,8/7/2024 15:30,,,15:30:00,,23.82,,24.58,,6.51,,5.23,,,74.4,,32.0079,,,25882.2,,49004.7,,,,
AB2,8/7/2024,8/7/2024 15:40,,,15:40:00,,23.84,,24.59,,6.49,,5.22,,,74.2,,31.9971,,,25880.5,,48990,,,,
AB2,8/7/2024,8/7/2024 15:50,,,15:50:00,,23.82,,24.58,,6.53,,5.25,,,74.6,,31.9959,,,25875.3,,48988.4,,,,
AB2,8/7/2024,8/7/2024 16:00,,,16:00:00,,23.82,,24.58,,6.6,,5.3,,,75.5,,31.9947,,,25875.3,,48986.7,,,,
AB2,8/7/2024,8/7/2024 16:10,,,16:10:00,,23.84,,24.61,,6.73,,5.41,,,77,,31.9768,,,25878.8,,48962.2,,,,
AB2,8/7/2024,8/7/2024 16:20,,,16:20:00,,23.84,,24.59,,6.68,,5.37,,,76.4,,31.9732,,,25866.7,,48957.3,,,,
AB2,8/7/2024,8/7/2024 16:30,,,16:30:00,,23.82,,24.55,,6.44,,5.18,,,73.6,,31.9937,,,25861.6,,48985.4,,,,
AB2,8/7/2024,8/7/2024 16:40,,,16:40:00,,23.8,,24.54,,6.62,,5.32,,,75.7,,32.0117,,,25870.2,,49009.9,,,,
AB2,8/7/2024,8/7/2024 16:50,,,16:50:00,,23.78,,24.51,,6.74,,5.42,,,77,,32.0464,,,25880.5,,49057.3,,,,
AB2,8/7/2024,8/7/2024 17:00,,,17:00:00,,23.8,,24.55,,6.85,,5.51,,,78.3,,32.0163,,,25880.5,,49016.2,,,,
AB2,8/7/2024,8/7/2024 17:10,,,17:10:00,,23.82,,24.57,,6.9,,5.55,,,78.9,,31.9792,,,25865,,48965.5,,,,
AB2,8/7/2024,8/7/2024 17:20,,,17:20:00,,23.82,,24.55,,6.88,,5.53,,,78.7,,32.0092,,,25877.1,,49006.5,,,,
AB2,8/7/2024,8/7/2024 17:30,,,17:30:00,,23.8,,24.57,,6.9,,5.55,,,78.9,,32.0149,,,25892.5,,49014.3,,,,
AB2,8/7/2024,8/7/2024 17:40,,,17:40:00,,23.82,,24.54,,7.43,,5.97,,,85,,32.0497,,,25902.9,,49061.9,,,,
AB2,8/7/2024,8/7/2024 17:50,,,17:50:00,,23.74,,24.48,,8.75,,7.03,,,99.9,,32.0966,,,25906.3,,49125.9,,,,
AB2,8/7/2024,8/7/2024 18:00,,,18:00:00,,23.72,,24.45,,9.14,,7.34,,,104.3,,32.1435,,,25925.3,,49190,,,,
AB2,8/7/2024,8/7/2024 18:10,,,18:10:00,,23.72,,24.45,,9.11,,7.32,,,104,,32.1279,,,25914.9,,49168.6,,,,
AB2,8/7/2024,8/7/2024 18:20,,,18:20:00,,23.7,,24.46,,9.15,,7.35,,,104.4,,32.1338,,,25925.3,,49176.8,,,,
AB2,8/7/2024,8/7/2024 18:30,,,18:30:00,,23.72,,24.48,,8.97,,7.21,,,102.4,,32.1254,,,25930.5,,49165.2,,,,
AB2,8/7/2024,8/7/2024 18:40,,,18:40:00,,23.74,,24.49,,8.59,,6.9,,,98.1,,32.0786,,,25902.9,,49101.3,,,,
AB2,8/7/2024,8/7/2024 18:50,,,18:50:00,,23.76,,24.49,,8.81,,7.08,,,100.7,,32.075,,,25901.2,,49096.5,,,,
AB2,8/7/2024,8/7/2024 19:00,,,19:00:00,,23.74,,24.49,,8.84,,7.11,,,101,,32.007,,,25853,,49003.5,,,,
AB2,8/7/2024,8/7/2024 19:10,,,19:10:00,,23.74,,24.49,,8.65,,6.95,,,98.8,,32.0273,,,25868.5,,49031.2,,,,
